name,price
Ryan Morales,466.82
Jeremy Morris,94.21
Michael Quinn,496.98
Tara Pierce,904.3
Eddie Gregory,694.31
Jennifer Castro,186.59
Taylor Garcia,642.47
Kimberly Ramirez,204.2
Laura Gonzalez,145.7
Angela Jackson,363.24
Barbara Baxter,192.82
Wendy Johnson,30.26
Maria Thomas,815.88
Jay Cantrell,626.9
Jose Brooks,964.1
Brandon Robinson,604.28
Christopher Lynch,70.93
Morgan Flowers,280.57
David Valdez,578.51
Megan Merritt,511.21
Dorothy Sherman,421.39
Courtney Nelson,682.61
Colton Mendoza,306.59
Jordan Lewis,678.99
Joseph Callahan DVM,937.04
Traci Anderson DDS,5.56
Marc Adams,574.0
Amanda Brown MD,761.33
Tiffany Hutchinson,119.26
Nancy Mccarthy,219.55
Robin Blanchard,75.72
Jessica Thompson,219.37
Elizabeth Murphy,561.52
Tammy Wilson,876.33
Steven Dean,827.99
Brandon Ramos,893.03
Tyler Campbell,961.74
Sarah Walker,28.19
Matthew Obrien,606.39
April Cross,204.15
Cameron Farley,420.8
Harold Tucker,26.43
Emily Klein,447.18
Sean King,871.33
Michelle Mcgee,160.58
Rebecca Russell,948.42
Janice Flores,89.79
Catherine Carney MD,470.8
Kristin Cox,362.92
Gary Parks,725.22
Jonathan Munoz,674.68
Heather Jones,607.74
Lisa Thornton,691.41
Mary Carr,932.45
Anna Castro,266.13
Alexander Jackson,3.72
Stephen Lutz,22.77
Tim Lopez,180.12
Christopher Davidson,406.09
Corey Hendrix,50.02
Andrew Lawrence,753.9
Brett Fleming,90.84
Heidi Thomas,107.94
Emily Christensen,82.75
Jon Johnson,719.22
Donald Clark,250.35
Edward Tucker,271.97
Rebecca Tanner,480.09
Gilbert Peters,692.85
William Schneider,614.81
Kyle Maldonado,171.9
Ronald Klein,235.85
Sarah Harvey,86.04
Carol Davis,698.82
James Walker,593.27
Christopher Jacobson,503.93
Kevin Santiago,30.36
Brenda Smith,32.01
Lucas Perry,171.49
Zoe Morris,524.83
Cody Braun,331.95
Tyler Perez,403.32
Adam Foster,14.81
Angela Lam,421.04
Heather Ramirez,986.48
Benjamin Lee,89.76
Sherry Gordon,48.32
Harold Bartlett,718.74
Anthony Brown,689.56
Amanda Holmes,299.1
Lynn Boyle,408.53
John Leonard,639.12
Matthew Jenkins,382.2
Wendy Day,43.06
Destiny Taylor,736.16
Jonathan Carson,668.13
Brandon Garcia,185.12
Damon Mills,23.97
Donald Holt,618.03
Raymond Perez,137.38
Lisa Hanson,942.56
Greg Schwartz,60.81
James Phillips,570.25
Jeff Finley,842.47
Stephen Rojas,682.21
Jodi Shelton,652.22
Cody Garcia,88.05
Laura Nash,782.39
William Grant,117.75
Jennifer Walker,347.23
Jamie Aguilar,487.46
Daniel Wagner,915.04
Anne Burgess,460.8
Melissa Davidson,708.41
Aaron Austin,127.48
Anita Shaw,989.19
Paula Knight,772.66
Carl Caldwell,47.08
Michelle Gomez,191.6
Patrick Roth,385.28
Tiffany Bradshaw,349.0
Tanya Barron MD,580.25
Gwendolyn Benitez,900.91
Kathryn Knight,994.77
Ashley Stephens MD,342.71
William Herring,101.04
Timothy Koch,771.05
Samuel Mccarty,28.64
Carlos Mercer,210.51
Adam Johnson,36.37
Lori Patel,657.71
Shawn Hall,722.52
Angela Aguilar,526.92
Loretta Williams MD,80.4
Jason Khan,14.21
Stephanie Swanson,650.78
John Hinton,913.49
Jim Pope,59.43
Tracy Brown MD,694.8
Anne Powers,486.33
Tiffany Huffman,192.84
Brent Vargas,249.69
Anna Gallagher,346.36
Angela Forbes,241.82
Kimberly Shepherd,5.93
David Crane,384.2
Yvonne Harper,53.17
Ronald Mcbride,892.91
Stacy Cochran,819.77
Melissa Sweeney,365.15
Anthony Carlson,783.39
George White,499.67
Kimberly Williams,639.73
Curtis Kelly,711.0
Joann Smith,839.4
Jaime Brooks,991.82
Anna Park,623.07
Rebecca Powell,378.28
Mark Thomas,974.63
Dylan Cooper,858.93
Christine Wagner,77.32
Miranda Hooper,116.44
Jason Henderson,53.7
Kayla Tate,707.26
Evelyn Lopez,141.99
George Hoover,996.46
Alexander Wright,939.02
Joseph Jordan,579.8
Jacqueline Hernandez,641.57
Michelle Johnson,873.61
David Reed,509.66
Joseph Roberts,857.35
Eric Williamson Jr.,562.9
Kevin Garcia,68.93
Matthew Hanson,664.57
Jesse Williams,581.05
Lauren Yoder,398.4
Michelle Yates,323.6
Angela Swanson,939.79
Christopher Hernandez,400.04
Jeffrey Hutchinson,442.7
Michael Shepherd,438.79
Dennis Miller,531.52
Monica Saunders,317.49
Nicholas Cox,148.03
Matthew Parker,765.69
Melanie Yang,696.77
Jonathan Jones,641.62
Kayla Sandoval,272.31
Stacie Kelly,720.6
Emily Malone,324.35
Sharon Hawkins,788.39
Laurie Mckinney,469.85
Jo Rice,932.65
Angela Silva,682.27
Theresa Welch,415.43
Andrea Crawford,835.66
Erik Jones,645.29
Debbie Stone,105.2
Lisa Soto,191.14
Heather Butler,711.57
Kevin Delacruz,706.08
Jasmine Turner,305.24
Meredith Taylor,424.72
Susan Ellis,379.13
Laura Morgan,574.5
Amanda Mercado,425.2
Kara Schultz,277.78
Jonathan Fields,525.69
Jorge Scott,67.5
Nancy Ramsey,917.33
Lisa Snyder,398.79
Matthew Mosley,962.56
Marissa Hurst,257.94
Henry Pena,443.61
Gregory Cline,562.81
Victoria Sosa,106.5
Sara Austin,90.12
James Lam,223.57
Nathan Smith,801.48
Karen Smith,147.03
Laura Benton,498.23
Christine White,872.84
Mrs. Misty Fisher MD,904.45
Michelle Mathews,247.82
Lindsey George,924.55
Regina Davis,146.57
Jerry Johnson,454.7
Caroline Torres,351.32
Daniel Martin,931.31
Sarah Harris,925.65
Sydney Roth,319.52
Bradley Smith,543.87
Robert Vargas,418.55
Susan Cowan,192.38
James Sanchez,927.58
Angela Coffey,873.21
Victoria Vance,249.29
David Martin,48.44
Samantha Lopez,734.57
Ryan Adams,326.1
Billy Mason,528.79
James Roth,857.01
Michael Rodriguez,973.1
Jessica Mitchell,840.13
Shannon Ortiz,860.39
Jill Clark,845.56
Alexis Stewart,561.1
Robin Spencer,719.32
Debra Powers,260.4
Tanya Robinson,991.19
Gail Bauer,750.07
Cynthia Mccoy,306.84
Kimberly Smith,251.54
Tracey Johnson,820.54
Teresa Houston,633.88
Natalie Gray,608.8
Nicholas Reed,20.14
Miss Laura Kennedy DDS,930.05
Jessica Paul,410.92
Nathan Park,952.13
Joseph Hawkins,557.29
Joseph Moore,177.12
Javier Rios,204.6
Frank Davis,26.52
Theodore Moses,237.21
Tony Ruiz,273.24
Anne Lopez,640.54
Jamie Smith,91.23
Sherri Beltran,132.08
Angela Brown,488.54
Wyatt Dudley,150.17
Paige Trevino,693.43
Courtney Lam,660.29
Natasha Little,399.05
Tracy Jones,82.38
Alex Miles,836.48
Gabriela Robles,270.59
Sarah Villa,955.34
Destiny Hess,940.34
John Mahoney,369.28
Beverly Houston,579.02
Cristina Hansen,904.93
Jessica Miller,469.92
Herbert Ramirez,185.06
Jennifer Bond,343.28
Danielle Lopez,911.65
Mary Shepherd,213.34
Nicholas Clay,530.18
Erin Henderson,386.22
Emily Byrd,4.89
Joseph Cole,139.88
Dawn Baker,29.56
Diana Bryant,518.82
Donna Turner,329.18
Sue Garza,256.22
Mary Barrett,227.16
Jessica Dalton,944.54
Mr. David Stone,653.54
Joy Johnson,468.49
William Martinez,132.7
Austin Cox,177.38
Tracey Richardson,969.31
Dr. Barbara Mercer,319.24
Kelsey Bowers,329.35
Adam Mcguire,625.16
Stephen Sellers,308.47
Carly Tate,311.86
James Cain,446.09
Kayla Martinez,546.23
John Watson,577.03
Christina Guerrero,189.1
Jacob Chen,605.65
Melissa Russell,276.17
Tyler Cook,596.82
Sheryl Williams,680.62
Edgar Brock,342.37
Mark Taylor,40.31
Erika Oneal,440.2
Vanessa Smith,201.57
Brett Stewart,221.79
Ms. Elizabeth Hayes,782.65
Richard Jenkins,627.56
Bethany Williams,249.71
Karen Boone,148.4
Emily Mejia,483.5
Natalie Garza,673.69
Angelica Jones,114.58
Joyce Hall,858.5
Elizabeth Walsh,203.28
Gregory Thompson,219.19
Timothy Buckley,871.59
Angela Pierce,573.92
Gina Obrien,414.37
Ashley Carpenter,949.35
Jennifer Scott,113.79
Elizabeth Miller,369.76
Kristen Walker,461.61
Robert Thomas,374.1
Linda Roberts,774.8
Erika Chen,53.59
Brandon Evans,842.76
Carlos Adams,258.19
Makayla Lee,36.82
Cynthia King,163.81
Victoria Wilson,476.04
Rachel Brown,82.17
Joshua Gonzalez,177.92
Ariel Wiley,766.49
Jeremy Buchanan,962.42
Brenda Garcia,258.17
James Thompson,328.9
Cynthia Moore,667.97
David Williams,460.26
Katherine Schneider,849.06
Timothy Page,360.28
Cindy Mosley,101.26
Nicole Harrison,87.5
Justin Lewis,274.58
James Burke DDS,916.02
John Hampton,442.99
Jennifer Scott,525.87
Robert Foster,900.94
Robert Gibson,637.43
Douglas Weber,972.81
Elizabeth Gomez,448.21
Amanda Williams,349.15
Emily Butler,738.36
Jason Fischer,901.0
Lindsay King,205.61
Brian Marquez,744.16
Susan Fernandez,76.0
Maria Dixon,441.42
Kristy Matthews,534.09
Joshua Thomas,98.75
Cory Harris,32.77
Sean Smith,762.76
Christian Obrien,37.64
Thomas Jones,740.95
Jorge Blake,984.72
Anthony Green,345.52
Margaret Chen,809.76
Kayla Thompson,290.0
Brooke Martin,936.06
Kimberly Davis,692.86
Rebecca Lewis,229.25
Caitlin Gonzalez,482.5
Susan Maxwell,464.66
Austin Carter,894.26
Joshua Long,630.54
Anthony Ayala,440.16
Jessica Wilson,200.01
Cynthia Smith,886.19
Kendra Kim,539.91
Rebecca Garner,845.11
James Cummings,943.22
Keith Stevens,89.33
Stephanie Leblanc,516.4
Robin Hopkins,808.29
Janet Cox,941.31
Heather Harris,945.28
Austin Allison,408.79
Sharon Rivas,681.28
Ian Nelson,627.56
Harold Robinson,691.39
Denise Parks,649.76
Jonathan Shepard,353.77
Joseph Espinoza,374.83
Tristan Fletcher,863.45
Amber Powell,836.89
Natasha Crawford,284.46
Robert Morales,305.76
Brandon Brown,322.72
Chase Davis,715.12
Kyle Stephens,740.13
Edward Fox,580.39
James Proctor,545.69
Sean Lee,966.6
Adam Cunningham,56.17
Jeremy Meyers,526.84
Amanda Jones,985.22
Richard Lopez,104.05
Jerry Palmer,378.14
Kevin Wood,574.75
Kevin Ramirez,753.78
Jackie Reed,645.1
Jessica Long,112.7
Dr. Sharon Moon,516.94
Daniel Oliver,381.5
Jessica Harris,398.51
Michael Rodriguez,199.56
Susan Benson,494.23
Kyle Castro,631.0
Donna Collins,259.16
Angel Watkins,154.9
Tyler Fernandez,407.14
Angie Perry,28.41
Mary Barr,967.09
Marcia Yang,347.94
Patricia Price,824.68
Douglas Bell,176.39
Jennifer Gilbert,465.18
Kathryn Schultz,734.96
Peter Gonzalez,871.41
Tammy Bowman,915.45
Derrick Mckinney,951.42
Jennifer Larson,544.79
Monique Gomez,189.8
Debra Montoya MD,791.34
Holly Velez,492.28
Becky Brennan,77.68
Cassandra Herrera,249.52
Grace Smith,935.83
Phillip Mills,574.49
Nicole Tran,531.24
Christina Berg,834.09
Annette Clark,513.77
Ashley Taylor,5.42
Jordan Cuevas,590.67
Adrian White,70.72
Victoria Crawford,71.27
Nicholas Guerra,327.97
Aaron Klein,416.18
Scott Crawford,552.65
James Moses,811.78
Michael Woods,586.46
Chad Kirby,957.53
Tracy Meadows DDS,186.77
Shannon Ortega,127.88
Hannah Jimenez,629.6
Pamela Roth,599.84
Kelly Gilbert,310.75
Rebecca Garcia,1.89
Diana Perez,773.3
Rebecca Price,701.78
Christina Jones,235.46
John White,498.68
Stacy Cruz,938.75
Jessica Gould,706.71
Jennifer Johnston,283.05
Emily Ramos,15.5
Anna Boone,500.92
Amy Palmer,966.83
Adrienne Miller,355.73
Amanda Ortiz,931.57
Jose Johnson,184.43
Austin Lee,772.97
Kenneth Williams,895.8
Yvonne Clark,299.74
Belinda Clark,775.78
Thomas Franklin,143.53
Christopher Jones,759.11
Samantha Lopez,127.83
Lucas Norris,902.16
Adam Russell,784.67
Elizabeth Adams,684.35
Tiffany Perez,201.23
Ryan Hart,799.17
Melissa Herman,734.66
Jesus Price,540.94
Donald Zuniga,681.77
Matthew King,156.79
Andrew Webb,704.71
Courtney Elliott,742.62
Matthew Hill,381.43
Cheryl Goodman,519.02
Joe Little,668.33
Crystal Finley,796.98
Kevin Bryan,571.51
Erin Mays,271.19
Jasmine Kaufman,831.5
Katherine Russell,862.32
Christopher Rice,804.83
Donna Black,229.63
Thomas Miles DVM,31.65
Christopher King,659.07
Dana Barnes,856.85
Mr. Michael Coleman,937.08
Meghan Anderson,390.88
Tracy Mcdaniel,922.68
Adam Baxter,794.75
Jake Bartlett,157.28
Ray Meza,252.61
Jeffrey Haynes,791.71
Mark Hall,618.57
Jennifer Chase,570.15
Christy Palmer,808.27
Lisa Thompson,324.61
James Young,168.32
Lauren Reeves,40.85
Sean Singh,388.61
Shawn Harris,705.96
Lauren Nelson,944.2
Randy Ryan,260.59
Gloria Weber,246.96
Christine Graves,206.59
Zachary Jacobs,385.01
Scott Mclaughlin,824.29
Erica Hernandez,285.88
Jacob Watkins,866.86
Michael Sullivan,279.43
Carolyn French,5.44
Jason Arellano,937.65
Karen Kelley,139.78
Carol Chambers,882.94
Mark French,669.52
Michael Gray,457.73
Kathleen Johnson,789.94
Marc Bender,247.12
Craig Mitchell,214.33
Laurie Smith,302.44
Ian Mcbride,24.81
Brianna Dean,408.4
Taylor Nelson,912.71
Robert Gray,647.02
Jessica Ramos,415.02
Mark Hayes,765.36
Kenneth Reed,881.28
Gary Adams,357.68
Marilyn Williams,331.57
Bradley Mcclain,330.65
April Cole,841.41
Latasha Garrett,288.35
Christopher Moody,522.76
Lisa Mays,682.76
Anthony Clark,426.82
Jessica Marshall,28.94
Rebecca Shaw,38.99
James Martin,231.01
Benjamin Jimenez,270.74
Richard Johnson,122.73
Steven Campbell,855.29
Keith Myers,270.67
Tiffany Roberts,696.68
Jessica Hicks,682.13
Jacob Gonzalez,549.15
Mrs. Donna Hayes MD,643.62
David Thomas,237.88
Kathryn Mcknight,640.59
Daniel Schwartz,170.58
Deborah Moore,658.92
Adam Lee,890.05
Nicholas Rodgers,19.16
Jose Knight,546.14
Anthony Tran,587.53
James Jenkins,826.24
Christina Pena,785.97
Emily Johnson,840.0
Teresa Sanchez,78.34
Jacob White,413.12
Greg Steele,875.89
Lindsay Howard,289.56
Brianna Neal,398.51
Stephen Smith,882.34
John Johnson,321.23
Kendra Cole,102.11
Chris Thomas,741.14
Shawn Macias,88.39
Mrs. Rachel Ibarra MD,414.61
Alex Brown,455.69
Joseph Torres,685.76
Jacob Zavala,82.34
Erik Chen,512.27
Kyle Brown,972.31
Jamie Harris,641.44
Gerald Gillespie,665.75
Dawn Smith,790.97
Mr. Cody Fitzgerald,22.67
Lisa Jones,261.95
Ann Smith,357.51
Renee Cruz,569.91
Dennis White,686.75
Katie Brown,781.55
Patrick Reed,940.56
Melissa Price,340.08
Michael Bradley,606.26
Jonathan Higgins,166.54
Ms. Brenda Reyes,152.96
Rachel Smith,699.57
Randall Mercer,933.68
Adam Romero,902.86
Steven Campbell,222.28
Kimberly Johnson,240.14
Kathleen Le,813.53
Lori Garcia,714.03
Benjamin Johnson,452.17
Shannon Hughes,405.07
Daniel Booth,728.21
Marisa Bradshaw,415.66
Michael Jones,57.23
Lori Blake MD,449.23
Timothy Jensen,590.09
Mary Edwards,436.12
Tina Watson,594.53
Juan Mccarthy,91.54
Andrew Rice,347.86
Kimberly Marsh,696.77
John Mendez,828.33
Patricia Stevens,332.75
Reginald Johnson,553.81
Jeffrey Vazquez,746.1
Cheryl Burke,61.16
Clifford Underwood DDS,724.92
Elizabeth Howard,34.38
Mr. Matthew Morris,325.98
Dr. Jason Williams,602.62
Wendy Hammond,355.27
William Marquez,531.06
Karen Snyder,369.99
Mrs. Elizabeth Brooks,265.56
Barbara Velazquez,795.9
Gregory Chan,158.87
Bruce Nash,414.16
Samantha Smith,74.79
Adam Allen,570.79
Amanda Thompson,708.94
Lisa Riley,456.2
Susan Jones,618.89
Sabrina Chen,659.32
Jonathon Howard,637.68
Martin Schwartz,100.46
Kimberly Mueller,439.43
Michael Terrell,525.76
Angela Warren,221.19
Kathryn Ross,956.42
Jerome Horn,777.3
David Mccormick,598.66
Monique Johnson,674.34
Mary Nunez,550.57
Lauren Johnson,934.02
Alyssa Walton,392.34
Tracy Murphy,306.81
Chris Davis,622.17
Kathryn Howell,374.38
John Owens,824.52
Julie Bolton,810.58
Brittany Roach,206.5
Stephanie Valdez,70.96
Justin Hanson,12.07
Steven Miller,215.11
Julie Jones,321.19
Beth Sullivan,921.54
Teresa Jones,533.75
Shelby Carroll,107.15
Jennifer Glover,492.16
Michael Jones,200.86
Melissa Jones,368.38
Lauren Donaldson,213.02
Emily Dunlap,433.7
Bradley Williamson,597.23
Joseph Byrd,381.36
Dwayne Burton,145.06
Ricky Williams,690.82
Timothy Peters,778.72
Adam White,644.36
Savannah Miller,909.05
Shannon Herrera,187.21
Brian Rangel,443.54
Yvonne Miller,901.97
Nicholas Sanchez,294.87
Audrey Chambers,43.81
Cheryl Reyes,284.23
Michael Larson,573.75
Justin Shaffer,99.65
Michael Johnson,103.64
James Carpenter,253.67
Kimberly Stephens,520.18
Bobby Flores,526.92
Christina Mcdonald,288.98
Rebecca Young,673.8
Phillip Garza,647.51
Wesley Drake,808.97
Jennifer Smith,865.06
Robert Weiss,748.67
Amy Smith,747.92
Cassandra Harris,826.94
Keith Brown,206.37
Jared Bell,664.12
Jessica Mcknight,372.91
Melissa Hahn,613.86
Timothy Mccarty,390.94
Angela Watkins,492.96
Robert Owen,757.81
Nicole Stone,639.95
Megan Johnson,543.99
Mr. Donald Wilson,622.16
Catherine Baker,312.12
Amanda Burns,40.73
Lori Wells,564.79
Karen Hill,685.58
Amanda Brown,746.08
Nathaniel Williams,498.27
Katherine Gomez,340.5
Vickie Thompson,799.28
Russell Freeman,193.94
Bryan Nelson,236.38
Christopher Hutchinson,339.25
Debra Smith,918.42
Margaret Clark,921.07
William Hays,26.52
Jennifer Solomon MD,9.95
Shelby Eaton,597.47
Kendra Craig,829.34
Bryan King,468.92
Patrick Nelson,629.55
Ariel King,896.08
Rhonda White,880.5
Terry Cisneros,452.19
Christopher Humphrey,127.33
Linda Munoz,153.46
Donald Daniel,654.76
Austin Allen,285.33
Richard Wells,75.13
Jared Ho,639.88
Mallory Peters,890.69
Stephen Armstrong,730.9
Nicholas Ritter,583.03
Christy King PhD,607.56
Gerald Martinez,441.35
Heather Adams,609.62
Emily Beck,758.21
Christopher Williams,244.66
Jason Barnett,402.25
Felicia Miller,180.05
Ariel Ross,922.91
David Harrison,403.74
Christopher Leblanc,532.57
David Anderson,345.57
Cody Garcia,440.92
Kevin Johnson,18.67
Hannah Gill,737.81
Molly Chavez,333.33
Derrick Martinez,113.91
Julie Jones,252.44
Randy Parsons,372.62
Makayla Lewis,999.04
Robin Patrick,632.57
Frederick Everett,382.04
Holly Taylor,992.17
Pamela Black,449.16
Kim Garcia,48.57
Tanya Marsh,983.16
Austin Smith,239.33
Justin Oconnor,354.87
Nicole Jones,296.2
Aaron Ball,678.27
Christopher Taylor,332.73
Rebecca Montgomery,749.54
Brenda Diaz,280.23
Michael Ray,667.57
Michael Nunez,885.85
Harold Carter,836.9
Amber Patel,405.92
Jeffrey Rosales,55.45
Stacy Walsh,435.06
Wendy Hale,617.96
Christopher Gardner,483.48
Kim Hill,544.07
Tammy Cooper,818.53
Stacy Mitchell,273.27
Emily Roberts,843.52
Steve Lewis,628.41
Daniel Young,258.07
Johnny Frey,631.66
Sarah Barton,862.6
William Wiley,680.3
Holly Smith,258.58
Rebecca Gaines,723.95
Sharon Blackburn,341.93
Maria Campbell,553.25
Mark Chen,798.64
Darryl Kelley,322.65
Roger Frank,689.0
Janet Lopez,850.43
Allison Conrad,401.1
Todd Newman,112.95
Patrick Bond,984.48
Whitney Anderson,155.7
Kristin Harvey,444.7
Christopher Miller,174.26
Katherine Horne,846.13
Daniel Sanchez,726.79
Samuel Mitchell,382.19
Michael Miller,535.13
Wayne Nelson,818.83
John Mendez,867.78
Maria Morton,352.85
Timothy Wilson,616.83
Michael Burke,36.17
Brian Ramirez,549.83
Christopher Cooke,447.6
Ronald Taylor,3.35
Jennifer Ellis,774.77
Danny Cox,762.5
Amanda Kennedy,748.83
Timothy Parks,929.16
Sarah Wood,919.91
Thomas Graves,310.49
Taylor Chen,478.49
Christina Williams,55.7
Angelica Cook,615.48
Larry Davenport,838.51
Oscar Hill,640.25
Nicholas Wagner,429.72
Janet Matthews,790.56
Anthony Perez,841.22
Beth Moore,268.32
Joseph Farmer,953.28
Kari Gilbert,976.59
Matthew Short,618.05
Theresa Alvarado,847.71
Matthew Gray,43.49
Jeffrey Williams,276.32
Teresa Gray,302.14
Todd Silva,847.21
Sharon Young,481.05
Sarah Watson,933.44
Carol Everett,349.71
Thomas Hooper,457.17
Madison Kim,320.38
Alexander Mcgee,948.12
Patricia Potts,87.2
Brian Lam,867.11
Anthony Bright,654.18
Vernon Rose,299.9
Michelle Page,958.65
Shelly Jackson,931.62
Abigail Cruz,541.02
Lisa Jones,571.65
Luis Anderson,310.44
Joy Murray,25.18
Robert Moss,382.31
Lori Griffith,628.1
Joanna Wilson,541.85
Matthew Porter,58.85
Caleb Hicks,484.99
Candace Harmon,646.59
Christine Ortiz,90.96
Michele Barry,643.21
Ricardo Roberson,7.61
Kayla Wolf,579.66
Nancy Kramer,498.78
Dawn Boyer,376.04
Paul Phillips,708.1
Sean Bass,673.1
Rebecca Roberts,826.79
Tracy Arellano,191.02
Drew Barajas,90.88
Jordan Smith,881.15
Brandy Smith,354.66
Jenna Baker,316.62
Johnny Huynh,841.37
David Wright,634.96
Justin Espinoza,258.62
Kirk Ward,82.06
Sara Singleton,826.25
Anna Crawford,735.31
Franklin Sanchez,523.25
Tracy Bryan,724.66
Stanley Thompson,661.99
Paul Baker,219.53
Cathy Baldwin,779.39
Kayla Collins,772.02
Shelby Elliott,215.3
Megan Hardin,468.91
Jonathan Owens,669.25
Amber Daniels,131.9
Elizabeth Wagner DVM,820.77
Lisa Ross,594.73
Shawn Clay,572.42
Benjamin Carter,700.48
Justin Ward,866.8
Aaron Wilson,579.25
Suzanne Cantrell,658.6
Amanda Walton,152.24
Jennifer Mccarthy,472.42
James Cooper,158.79
Mark Rodriguez,59.11
Brandy Booth,630.47
Angel Ramos MD,877.84
Anita Davis,855.18
James Carney,663.69
Donna Meyer,497.78
Susan Bauer,784.91
Calvin Rodriguez,642.87
Donna Owens,194.6
Donna Macdonald,558.71
Maria Cox,587.86
Michele Brady,581.14
Mr. Joseph Graves,231.53
Courtney Hicks,481.06
Bernard Odom,17.32
Christy Ellison,50.98
Nicole Silva,623.67
Regina Alvarez,95.23
Tanya Santos,638.05
Amanda Rivas,793.71
David Rogers,885.94
George Rodriguez,398.75
Donna Price,42.98
Arthur Cross,488.08
Jeremy Gaines,761.97
Anthony Reynolds,653.07
Luis Contreras,282.61
Christopher Hernandez,108.83
John Sandoval,944.96
William Estes,18.69
Michael Arellano,390.56
Colleen Thomas,474.33
Michelle Cox,722.83
Evelyn Mullins,553.84
Mr. Howard Wells Jr.,486.52
Melissa Kelly,472.18
Shelley Melton,816.49
Joshua Cross,478.17
Anita Blair,550.0
Stephanie Crane,364.85
Angela Burke,440.23
John Mitchell,386.18
David Cannon,757.53
Mathew Ferguson,129.6
Anthony Robbins,830.05
Kathryn Miller,439.76
Steven Haynes,978.38
Virginia Holmes,49.66
Adam Mendez,334.54
William Sandoval,647.47
Dustin Ortiz,482.48
Edward Greene,808.83
Lonnie Sampson,558.36
Jessica Stevens,927.03
Amanda Brooks,914.82
Antonio Ellis,262.97
Crystal Beasley,738.53
Lori Bauer,396.56
Melissa Santos,955.3
Ashley Love MD,379.65
Justin Torres,697.19
Natasha Vargas,522.15
Joseph Whitehead,419.27
Justin Aguilar,447.82
Scott Barrett,898.91
Andrea Daniels,493.09
Angela Turner,614.32
Heather Jones,213.56
Joshua Hicks,201.72
Kyle Davis,905.14
Sarah Douglas,389.75
Jessica Dunn,697.84
Rhonda Collins,215.02
Cory Cortez,356.46
Steven Dickerson,961.88
Allen Reyes,250.63
Kelli Adams,73.14
Ana Gutierrez,80.41
Debra Rojas,769.49
Jessica Hill,555.11
Patrick Dalton,665.47
Courtney Dickerson,625.18
Haley Jackson,298.78
John Ramsey,665.32
Charles Landry,253.61
Charles Chambers,687.75
Stacey Little,136.03
John Jones,113.48
Christopher Ortega,824.47
Cynthia Barnes,824.95
Christian Estrada,291.27
William Harper,723.21
Tiffany Blake,318.46
Terry Lambert,335.36
David Mcgee,860.29
Ryan Davis,66.88
Lisa Meyer,896.92
Monica Joseph,535.68
Gary Scott,550.87
Jeanne Trujillo,276.19
James Krueger,317.5
Aaron King,723.35
Juan Pollard,91.41
Jeffery Evans,84.07
Ariel Lucas,110.67
Brady Thompson,539.27
Kimberly Solis,322.48
Brandi Mitchell,565.96
Ricardo Blair,960.66
Sherri Banks MD,198.47
Calvin Smith,588.67
Bridget Martinez,215.9
William Hawkins,747.5
Meagan Hess,557.6
Madison Maddox,726.9
James Hale,675.41
John Bailey,417.35
Veronica Patel,396.57
Jessica Harmon,519.48
John Reed,248.15
Mark Riggs,619.01
Natasha Garcia,560.01
Jessica Carter,81.7
Jason Mayer,317.69
Rachel Jones,250.9
Christopher Rivers,257.65
Jeffrey Kelley,581.6
Martin Smith,507.34
Megan Thomas,103.78
Ashley Young,914.72
Sarah Moyer,342.46
Kathleen King,899.84
Janice Perez,920.31
Steven Good,803.85
Matthew Escobar,634.22
Hannah Rodriguez,139.02
Ashley Patterson,315.27
Kayla Bush,139.67
Kevin Schmidt,902.59
Matthew Hamilton,153.46
Jesus Ferrell,709.78
Matthew Wood,950.35
Lynn Cole,514.16
Daniel Austin,866.45
Samantha Burns,605.9
Jodi Jefferson,475.41
Jessica Tyler,32.46
Timothy Hobbs,364.31
Joseph Mcguire,747.01
Courtney Walker,171.94
Juan Miller,747.45
Grant Taylor,147.94
Ashley Peterson,313.39
Andrew Grimes,792.35
Rose Acosta,30.89
Steven Alvarez,629.65
Denise Barrett,744.7
Allison Levy,997.21
Kimberly Kramer,667.65
Ernest Knox,275.84
Lisa Camacho,165.15
Shane Burns,45.94
Steven Davis,701.21
Isabella Brock,96.65
Gavin Snyder,195.65
Cathy Fry,836.91
Joseph Walsh,914.52
Ashley Griffin,957.31
Craig Morgan,984.09
Brianna Miles,870.35
Elizabeth Barnett,806.05
Daniel Day,337.87
James Reynolds,906.97
Shannon Brooks,758.45
Melissa Clark,712.98
Kimberly Jones,233.8
Jennifer Berg,962.65
Hannah Gonzalez,898.0
Julie Boyer,192.49
Frances Williams,529.55
Brandon Wilson,140.03
Andrea Wilson,957.16
Geoffrey Mcneil,200.67
Kayla Solis,199.78
Timothy Mcgrath,768.64
Zachary Neal,578.41
Cynthia Brennan,83.13
Tina Nguyen DVM,154.35
Katherine Ramos,335.8
Wesley Orozco,327.18
Savannah Williams,3.89
Ronald Wright,348.24
Mary Weaver,221.19
Patrick Hall,998.43
Lydia Reyes,18.22
Andrew Mcdonald,713.11
Vanessa Manning,912.67
David Henderson,221.85
Susan Porter,524.34
Ralph Gibbs,543.77
Mr. Michael Taylor,348.7
Jerry Mahoney,57.54
Michele Welch,560.48
Joshua Kelley,833.31
Katherine Mccoy,714.94
Jeff Sexton,726.01
Nicholas Ortega,869.21
Samuel Vasquez,318.24
Michael Mendoza,404.78
Shane Lewis,973.16
Emily Young,110.14
